Loan_ID,Loan_Amount,Loan_Term,Annual_Income,Credit_Score,Employment_Length,Loan_Status,Loan_Issue_Date
LN05631,40763,48,110179,664,0,Default,2010-02-16
LN05632,13427,60,103562,793,29,Approved,2024-04-11
LN05633,47550,48,160284,566,12,Default,2020-10-03
LN05634,21566,12,164922,392,27,Approved,2014-02-21
LN05635,3230,60,59767,363,2,Approved,2013-07-10
LN05636,7511,60,27322,727,29,Approved,2017-05-25
LN05637,43229,48,55911,667,13,Approved,2015-05-03
LN05638,27177,60,197652,404,18,Default,2012-07-31
LN05639,5765,48,25678,508,26,Default,2017-05-25
LN05640,21354,36,85265,773,5,Approved,2023-11-27
LN05641,24929,60,86918,360,3,Approved,2016-04-09
LN05642,29820,48,172852,645,19,Approved,2020-03-14
LN05643,47040,36,178578,311,0,Approved,2023-07-22
LN05644,30523,60,193368,765,27,Approved,2012-06-22
LN05645,6552,36,190954,494,9,Approved,2024-12-05
LN05646,1627,60,80510,373,12,Approved,2017-04-13
LN05647,12989,12,62202,685,11,Approved,2013-02-05
LN05648,14780,12,152777,435,10,Approved,2016-06-26
LN05649,7589,48,107983,735,3,Approved,2022-07-06
LN05650,35812,24,191802,338,16,Approved,2017-07-18
LN05651,29128,12,110016,842,14,Approved,2019-09-15
LN05652,46939,24,51051,619,20,Approved,2011-04-12
LN05653,39652,36,137282,652,28,Approved,2021-02-09
LN05654,28790,36,97665,813,2,Approved,2023-04-13
LN05655,41953,24,144559,782,28,Default,2021-01-17
LN05656,1249,48,181857,715,9,Approved,2013-02-09
LN05657,20309,60,142827,669,20,Approved,2014-01-18
LN05658,26901,24,49402,642,13,Approved,2022-01-01
LN05659,24576,24,22704,624,18,Approved,2010-12-07
LN05660,32508,24,47027,666,20,Approved,2011-10-22
LN05661,10175,24,79092,635,3,Approved,2010-07-05
LN05662,26464,24,25725,595,24,Approved,2015-09-08
LN05663,17260,48,84105,323,13,Approved,2013-12-02
LN05664,36440,12,176295,741,5,Approved,2023-09-02
LN05665,30546,60,112305,403,11,Approved,2012-01-17
LN05666,41047,12,178456,711,29,Approved,2024-02-03
LN05667,42430,24,82993,593,25,Approved,2023-11-29
LN05668,2987,12,117681,542,1,Approved,2020-07-01
LN05669,26105,48,128033,641,16,Approved,2011-06-17
LN05670,13948,36,50027,472,0,Approved,2018-02-23
LN05671,14026,12,163839,715,16,Default,2021-07-11
LN05672,3773,60,107017,402,24,Approved,2013-01-26
LN05673,46927,48,38354,459,4,Approved,2018-06-21
LN05674,10878,36,68777,556,15,Approved,2013-02-18
LN05675,43946,48,172973,495,13,Approved,2010-07-30
LN05676,11377,24,69966,690,19,Approved,2020-05-01
LN05677,8347,36,36515,369,9,Approved,2017-11-03
LN05678,34776,60,175878,546,20,Default,2016-08-30
LN05679,4783,36,118698,628,24,Approved,2023-09-06
LN05680,5298,60,23573,457,2,Default,2015-04-08
LN05681,5668,24,193013,354,2,Approved,2018-07-22
LN05682,21671,60,125410,785,27,Approved,2015-03-07
LN05683,35820,48,63915,542,17,Approved,2011-10-03
LN05684,35484,12,25060,652,23,Approved,2014-06-03
LN05685,34078,48,149471,709,22,Default,2014-01-24
LN05686,48159,48,75421,314,17,Default,2020-05-20
LN05687,21922,36,65610,446,3,Approved,2015-04-10
LN05688,35028,24,30933,789,6,Approved,2015-02-23
LN05689,46925,12,92168,324,0,Default,2018-03-18
LN05690,21316,60,63898,632,15,Default,2013-08-24
LN05691,12460,36,25589,473,16,Approved,2024-12-05
LN05692,17968,24,31612,589,7,Approved,2016-03-10
LN05693,31266,12,67611,444,5,Approved,2021-09-19
LN05694,31209,48,38888,421,1,Approved,2015-11-11
LN05695,25000,24,39417,326,25,Approved,2014-07-02
LN05696,15011,24,65440,365,9,Approved,2024-10-09
LN05697,3866,24,186816,400,16,Approved,2023-12-16
LN05698,48133,48,31891,687,18,Approved,2024-02-10
LN05699,6898,60,92131,393,27,Approved,2016-04-11
LN05700,19395,36,82093,366,3,Approved,2020-02-28
LN05701,40019,60,48557,549,12,Approved,2014-12-01
LN05702,38707,12,131129,441,20,Approved,2024-11-11
LN05703,5006,36,103817,566,26,Approved,2014-08-05
LN05704,35393,12,22192,514,25,Approved,2017-07-15
LN05705,11956,48,196104,788,18,Default,2013-11-04
LN05706,31663,60,193933,795,15,Approved,2010-08-27
LN05707,7078,24,54946,779,12,Default,2010-11-15
LN05708,30631,36,69884,789,29,Approved,2011-07-16
LN05709,31140,24,66360,300,4,Approved,2024-04-09
LN05710,42691,12,83252,308,11,Approved,2017-09-08
LN05711,4961,24,148651,679,6,Approved,2016-07-05
LN05712,30277,24,61472,443,26,Approved,2019-05-07
LN05713,42574,48,55455,601,8,Approved,2022-11-18
LN05714,32417,48,48672,716,4,Approved,2021-01-21
LN05715,23484,60,23756,478,3,Approved,2017-04-13
LN05716,19103,12,126927,577,9,Approved,2014-02-16
LN05717,30345,48,90030,443,15,Approved,2023-08-02
LN05718,47326,48,78151,638,10,Approved,2015-07-14
LN05719,40454,60,54047,758,28,Approved,2010-06-04
LN05720,2587,36,153293,630,8,Approved,2011-06-26
LN05721,43571,60,25164,569,23,Approved,2021-08-26
LN05722,22031,24,53622,486,4,Default,2023-05-18
LN05723,27212,24,55980,471,24,Default,2014-05-24
LN05724,11350,48,139528,703,10,Approved,2014-08-12
LN05725,19816,48,104688,767,29,Approved,2016-12-11
LN05726,21288,60,174684,546,8,Default,2013-07-03
LN05727,30432,60,98066,822,16,Default,2021-05-14
LN05728,45222,12,139947,410,27,Approved,2017-12-09
LN05729,49617,24,108660,602,21,Approved,2024-06-14
LN05730,7837,60,128115,772,10,Approved,2012-05-18
LN05731,35217,36,53043,591,20,Approved,2018-04-02
LN05732,21884,12,141886,551,5,Approved,2018-09-02
LN05733,6454,60,97831,474,25,Approved,2019-01-24
LN05734,10424,48,86250,408,15,Approved,2011-11-14
LN05735,37885,60,189894,639,18,Approved,2016-03-13
LN05736,42637,48,86345,313,13,Approved,2014-01-01
LN05737,44618,48,105898,621,2,Approved,2020-06-26
LN05738,19412,24,151108,342,9,Default,2010-05-26
LN05739,48111,24,183474,760,20,Approved,2015-05-29
LN05740,40613,60,110034,401,22,Approved,2014-12-26
LN05741,21142,60,113923,308,3,Approved,2011-08-28
LN05742,38392,36,30273,448,21,Approved,2014-05-26
LN05743,9848,12,176102,637,20,Approved,2021-08-10
LN05744,14136,12,147419,523,1,Approved,2018-10-05
LN05745,1589,60,72460,409,12,Default,2014-03-28
LN05746,21908,24,130803,653,10,Approved,2017-08-04
LN05747,7509,36,96939,383,11,Approved,2015-06-11
LN05748,41461,12,170111,365,0,Approved,2013-10-17
LN05749,43222,60,34017,687,21,Approved,2019-12-23
LN05750,45476,24,102901,434,20,Approved,2017-12-06
LN05751,46710,24,133000,385,8,Approved,2014-12-25
LN05752,10968,24,59215,383,11,Approved,2017-04-08
LN05753,3462,48,32583,526,6,Approved,2015-10-21
LN05754,10460,24,183991,559,16,Approved,2022-12-01
LN05755,34783,60,67025,319,28,Approved,2012-08-03
LN05756,10275,36,195326,334,9,Approved,2013-07-29
LN05757,29677,60,197347,742,5,Approved,2015-03-17
LN05758,14269,24,77943,569,26,Approved,2020-02-13
LN05759,1406,36,160586,705,6,Approved,2010-06-08
LN05760,8384,12,189488,807,18,Approved,2020-05-22
LN05761,23553,12,21511,603,13,Approved,2019-02-05
LN05762,25366,60,169714,584,24,Approved,2013-09-12
LN05763,45036,36,102151,847,26,Default,2022-12-04
LN05764,18369,60,44225,328,29,Approved,2022-02-20
LN05765,12795,36,171918,690,29,Approved,2014-07-13
LN05766,5485,36,49152,715,10,Approved,2024-03-31
LN05767,42669,60,126053,441,1,Default,2018-04-19
LN05768,3618,36,86107,640,0,Approved,2011-11-07
LN05769,31143,24,144387,544,25,Approved,2011-01-04
LN05770,30425,36,177260,304,9,Approved,2018-09-11
LN05771,23673,36,80910,748,11,Approved,2013-04-18
LN05772,10603,60,62530,565,8,Approved,2019-03-15
LN05773,40696,12,98753,790,22,Approved,2014-01-11
LN05774,6368,48,61999,538,25,Approved,2024-08-26
LN05775,5621,36,26609,549,28,Approved,2013-09-10
LN05776,15719,48,198469,590,10,Approved,2019-05-17
LN05777,30227,36,69322,842,0,Default,2018-04-05
LN05778,44894,60,25151,378,19,Approved,2011-11-01
LN05779,8566,60,26406,820,9,Default,2013-06-08
LN05780,13306,36,82678,749,28,Approved,2022-02-06
LN05781,25042,60,67062,443,18,Approved,2015-07-02
LN05782,16086,60,184028,419,26,Approved,2012-04-06
LN05783,18387,36,131377,475,22,Approved,2016-04-30
LN05784,28042,12,73830,369,20,Approved,2011-03-26
LN05785,24888,36,33133,502,24,Approved,2011-07-03
LN05786,27514,12,32209,479,10,Approved,2014-06-23
LN05787,19323,60,129828,409,2,Approved,2024-11-14
LN05788,19019,12,94681,723,26,Approved,2020-01-18
LN05789,10890,60,74345,802,15,Approved,2015-10-14
LN05790,41863,12,62585,705,21,Approved,2014-06-27
LN05791,46487,12,54638,390,9,Default,2022-12-03
LN05792,11283,36,40645,593,1,Default,2022-03-07
LN05793,19279,12,38408,692,18,Default,2012-10-04
LN05794,47999,60,32521,336,3,Approved,2024-05-23
LN05795,23908,36,107414,816,15,Approved,2021-08-02
LN05796,48466,12,148432,615,5,Approved,2019-04-09
LN05797,38952,36,143520,471,10,Approved,2012-10-07
LN05798,36170,48,58221,705,16,Approved,2017-08-05
LN05799,38663,36,120131,561,14,Approved,2017-09-01
LN05800,45172,48,172158,783,21,Default,2010-11-06
LN05801,48929,48,36923,326,3,Approved,2010-06-05
LN05802,10343,36,101761,794,23,Default,2014-06-25
LN05803,11637,60,27202,354,24,Approved,2023-11-06
LN05804,35724,60,115675,548,7,Approved,2022-03-20
LN05805,40791,60,188278,572,23,Approved,2018-08-19
LN05806,30134,24,170957,558,28,Approved,2024-08-31
LN05807,47830,48,130443,490,28,Approved,2018-07-28
LN05808,48101,36,31218,745,17,Approved,2013-06-14
LN05809,4907,60,65692,801,13,Approved,2022-02-20
LN05810,34575,60,117148,692,25,Default,2022-07-04
LN05811,47799,36,26716,707,1,Approved,2022-01-02
LN05812,5827,48,36088,408,15,Default,2022-03-28
LN05813,31607,36,51001,402,21,Approved,2019-04-04
LN05814,14699,24,173656,525,14,Approved,2014-06-19
LN05815,38292,24,151022,652,20,Approved,2013-02-19
LN05816,48961,36,24286,459,5,Approved,2016-07-22
LN05817,26883,48,155811,703,8,Approved,2010-02-05
LN05818,49991,60,50158,623,11,Default,2011-12-26
LN05819,6313,24,120393,444,9,Approved,2014-01-16
LN05820,14598,24,25605,764,6,Approved,2016-11-11
LN05821,46826,48,76492,431,4,Approved,2019-01-11
LN05822,29807,24,23321,392,25,Approved,2012-06-09
LN05823,5887,24,195613,572,22,Approved,2017-10-20
LN05824,4854,48,32170,833,7,Approved,2013-11-01
LN05825,46226,36,76045,493,26,Approved,2024-07-13
LN05826,15536,60,160005,469,11,Default,2012-10-23
LN05827,4558,60,160978,759,0,Approved,2021-03-25
LN05828,10772,24,130540,310,9,Approved,2017-04-14
LN05829,37343,60,174886,480,10,Approved,2022-01-22
LN05830,36186,36,121101,531,26,Approved,2016-08-03
LN05831,37966,24,20818,328,22,Approved,2018-03-25
LN05832,34769,60,28434,831,19,Approved,2020-04-07
LN05833,40887,12,141494,304,4,Approved,2011-11-07
LN05834,20229,12,50571,845,12,Approved,2017-10-20
LN05835,10673,12,60694,439,17,Approved,2011-06-02
LN05836,28877,12,114426,327,9,Approved,2022-04-07
LN05837,32601,12,138792,397,20,Approved,2020-11-29
LN05838,39084,24,65485,561,24,Approved,2017-01-30
LN05839,17244,48,163141,318,16,Default,2024-11-09
LN05840,28356,48,77198,311,18,Approved,2024-10-08
LN05841,17806,24,118316,836,3,Approved,2022-11-17
LN05842,24099,24,189734,824,8,Approved,2010-06-11
LN05843,45641,36,108970,764,17,Approved,2011-08-24
LN05844,38034,48,92928,558,15,Approved,2024-09-10
LN05845,41317,12,167174,323,6,Approved,2014-04-09
LN05846,20094,24,184529,307,24,Approved,2011-10-27
LN05847,11589,12,107798,527,11,Approved,2023-07-29
LN05848,2657,48,72290,675,25,Approved,2020-05-09
LN05849,33764,60,142664,422,3,Approved,2015-08-02
LN05850,40531,60,163004,389,20,Approved,2022-07-13
LN05851,4164,24,31766,755,27,Approved,2020-05-18
LN05852,28542,36,108247,523,11,Default,2021-10-26
LN05853,19437,12,33292,556,11,Approved,2014-11-08
LN05854,42247,24,198703,814,25,Approved,2022-08-11
LN05855,39505,36,92944,447,3,Approved,2013-10-22
LN05856,20601,12,126446,686,11,Default,2021-09-26
LN05857,29430,48,54533,737,22,Approved,2014-09-14
LN05858,7009,60,100773,336,7,Default,2015-05-12
LN05859,5552,36,144433,405,23,Default,2014-07-18
LN05860,10417,12,156850,531,29,Approved,2018-06-16
LN05861,42989,24,55059,445,29,Approved,2015-09-10
LN05862,3671,12,142418,316,2,Approved,2018-01-23
LN05863,7519,24,155938,458,15,Approved,2024-05-20
LN05864,37730,60,93965,581,1,Approved,2024-08-17
LN05865,13734,60,80661,577,5,Default,2024-03-17
LN05866,46890,12,63352,424,27,Approved,2015-01-02
LN05867,4722,12,130051,719,16,Default,2016-09-05
LN05868,5906,24,108373,619,11,Approved,2013-01-21
LN05869,31096,24,54075,781,8,Approved,2024-03-20
LN05870,41031,36,111931,623,15,Default,2015-06-29
LN05871,14699,36,44104,694,6,Approved,2013-03-07
LN05872,22438,36,85827,485,7,Approved,2021-04-12
LN05873,44856,12,89222,765,6,Approved,2010-06-17
LN05874,34576,36,152714,356,20,Approved,2024-10-09
LN05875,42938,12,117013,757,4,Approved,2015-06-24
LN05876,33247,60,82845,507,22,Approved,2010-10-16
LN05877,44461,48,28769,373,6,Default,2012-11-03
LN05878,28938,60,115369,783,17,Approved,2016-10-21
LN05879,41469,12,70375,384,17,Approved,2019-03-19
LN05880,18600,12,183150,313,15,Approved,2023-03-17
LN05881,21435,48,32268,348,6,Approved,2015-11-02
LN05882,19581,24,161916,725,20,Approved,2022-03-23
LN05883,15191,24,94174,658,1,Approved,2020-11-17
LN05884,20190,24,122677,541,16,Default,2013-03-30
LN05885,28386,36,162305,352,24,Default,2023-09-01
LN05886,32721,24,50496,368,26,Approved,2016-06-11
LN05887,14704,36,168878,355,7,Approved,2014-01-22
LN05888,3123,36,191398,755,1,Default,2020-01-16
LN05889,26174,24,98807,554,17,Approved,2023-02-27
LN05890,45301,24,190585,304,18,Approved,2010-07-19
LN05891,48216,48,39465,351,19,Approved,2010-12-01
LN05892,15586,48,190574,628,8,Default,2019-05-07
LN05893,32976,36,159322,397,11,Approved,2010-06-28
LN05894,26416,48,80503,460,21,Default,2011-03-26
LN05895,2814,36,41310,705,18,Default,2014-09-21
LN05896,14001,12,150301,626,29,Approved,2013-03-25
LN05897,17508,36,113518,542,7,Default,2023-03-29
LN05898,20630,36,52206,803,21,Approved,2012-05-17
LN05899,14380,48,29764,666,7,Approved,2012-09-04
LN05900,49174,12,163914,741,9,Approved,2024-08-05
LN05901,36699,60,154048,453,27,Approved,2019-12-20
LN05902,47335,60,158498,533,17,Approved,2011-10-28
LN05903,47806,60,173959,632,14,Approved,2015-09-04
LN05904,13317,12,46710,794,23,Approved,2016-11-28
LN05905,36739,24,61387,414,10,Approved,2012-02-22
LN05906,35785,12,198542,668,20,Approved,2021-10-07
LN05907,32980,48,157558,632,25,Approved,2022-11-19
LN05908,24799,36,190330,429,13,Approved,2014-01-27
LN05909,36183,36,132418,477,14,Approved,2022-05-30
LN05910,30166,48,42623,394,13,Approved,2023-08-08
LN05911,20480,48,43806,616,11,Approved,2019-09-21
LN05912,2609,36,157045,400,3,Approved,2019-06-13
LN05913,1717,24,197287,495,2,Approved,2015-11-29
LN05914,20945,24,134162,507,11,Approved,2010-05-03
LN05915,26592,24,197011,772,24,Approved,2023-12-04
LN05916,29141,48,180229,307,25,Approved,2016-10-18
LN05917,31009,36,25521,435,6,Approved,2021-02-25
LN05918,46430,36,32891,560,6,Approved,2012-08-17
LN05919,7782,36,102331,446,21,Approved,2024-01-18
LN05920,27536,12,42474,757,24,Approved,2013-11-07
LN05921,34816,12,177579,737,18,Approved,2019-09-16
LN05922,26933,60,30687,712,13,Default,2022-08-10
LN05923,12618,12,118550,799,0,Approved,2011-07-18
LN05924,9307,24,162081,531,6,Approved,2011-12-26
LN05925,27671,24,108762,400,24,Approved,2010-09-04
LN05926,41673,24,108484,446,21,Approved,2017-03-13
LN05927,43761,24,120475,806,9,Default,2023-08-07
LN05928,11338,60,64291,403,17,Approved,2011-02-09
LN05929,39346,24,68296,635,12,Approved,2016-12-28
LN05930,47602,48,60225,745,7,Approved,2013-06-01
LN05931,7548,48,54828,743,8,Approved,2016-07-22
LN05932,41149,48,187174,417,25,Approved,2023-07-30
LN05933,22164,12,53712,816,14,Approved,2013-05-12
LN05934,28526,36,46823,830,7,Approved,2011-09-25
LN05935,32222,60,156433,387,24,Approved,2019-04-04
LN05936,21176,48,111374,775,0,Approved,2021-11-28
LN05937,3941,48,100174,784,2,Approved,2011-10-21
LN05938,6695,24,58052,594,18,Approved,2015-08-13
LN05939,40169,48,43265,680,29,Approved,2024-07-13
LN05940,48947,24,110287,582,8,Approved,2019-05-15
LN05941,48224,24,62012,455,18,Approved,2013-01-28
LN05942,46865,36,30916,479,14,Approved,2022-06-19
LN05943,26553,12,145462,386,13,Approved,2012-06-02
LN05944,39965,24,95045,705,25,Approved,2011-11-28
LN05945,39218,24,196604,795,0,Default,2022-02-11
LN05946,26359,36,198731,566,2,Approved,2024-11-08
LN05947,25816,24,109860,363,1,Approved,2011-12-16
LN05948,9378,60,165075,418,24,Approved,2020-12-03
LN05949,2881,12,62634,640,29,Approved,2010-08-30
LN05950,40567,60,115479,612,0,Approved,2021-09-14
LN05951,48365,48,94992,462,26,Approved,2024-02-25
LN05952,14675,12,31369,804,17,Approved,2016-02-06
LN05953,5586,48,39329,592,0,Default,2018-03-25
LN05954,26006,24,106700,676,8,Approved,2023-04-09
LN05955,42198,36,122960,841,6,Approved,2013-09-01
LN05956,23831,60,32410,700,29,Approved,2014-10-10
LN05957,36113,48,180802,699,12,Approved,2017-05-02
LN05958,17459,24,153737,698,16,Approved,2013-12-31
LN05959,33443,60,190971,786,12,Default,2022-03-03
LN05960,43316,60,188775,814,12,Approved,2022-08-20
LN05961,31595,48,175244,323,9,Approved,2011-01-22
LN05962,6877,24,22684,358,27,Default,2024-10-14
LN05963,40553,36,170822,539,5,Approved,2013-12-12
LN05964,49601,48,39887,610,4,Approved,2012-03-11
LN05965,5922,60,171898,620,9,Approved,2011-08-30
LN05966,5686,60,157252,780,13,Approved,2022-02-26
LN05967,33766,12,66779,713,10,Approved,2015-04-02
LN05968,15407,24,88095,621,4,Approved,2018-07-07
LN05969,33006,12,191977,701,3,Approved,2011-01-01
LN05970,32422,36,147510,358,2,Approved,2022-04-04
LN05971,13205,48,121261,352,13,Approved,2021-01-24
LN05972,22054,60,76068,363,12,Approved,2012-09-11
LN05973,24527,24,38113,418,23,Approved,2013-01-29
LN05974,46947,60,62861,585,22,Approved,2011-05-06
LN05975,19443,12,98487,317,4,Approved,2023-08-14
LN05976,17524,12,45617,304,11,Approved,2024-12-06
LN05977,29202,48,118330,691,24,Default,2019-12-24
LN05978,1016,24,153655,459,27,Approved,2021-07-26
LN05979,47142,24,46250,441,22,Approved,2021-02-22
LN05980,17848,48,23055,696,9,Default,2015-07-20
LN05981,21855,12,92337,317,1,Approved,2010-01-21
LN05982,19211,12,185498,413,6,Approved,2010-01-28
LN05983,26095,12,147615,833,6,Approved,2016-11-02
LN05984,39724,60,122255,831,3,Approved,2023-09-28
LN05985,38583,36,80532,760,11,Default,2019-10-04
LN05986,3843,12,109376,585,27,Approved,2022-12-31
LN05987,30301,36,29933,304,23,Approved,2023-06-30
LN05988,27460,36,51979,428,3,Approved,2013-12-24
LN05989,32918,24,65047,798,6,Default,2016-04-01
LN05990,29747,48,24137,575,19,Approved,2016-10-07
LN05991,16972,60,31423,382,12,Approved,2024-05-23
LN05992,29310,36,109851,417,7,Approved,2015-10-31
LN05993,23927,60,54482,328,13,Approved,2016-08-09
LN05994,2094,24,195228,657,29,Approved,2023-04-23
LN05995,39892,12,72483,456,2,Default,2023-03-29
LN05996,35172,36,54754,330,1,Approved,2022-04-23
LN05997,24324,48,187384,585,9,Approved,2014-01-15
LN05998,21674,24,43363,635,5,Default,2012-07-24
LN05999,4982,60,37085,612,22,Default,2010-08-23
LN06000,46283,12,76889,422,6,Approved,2010-02-04
LN06001,16790,60,122090,670,15,Approved,2022-12-18
LN06002,13205,48,99951,613,5,Approved,2010-12-05
LN06003,25338,36,148227,327,15,Approved,2021-01-10
LN06004,13748,48,149925,454,26,Approved,2019-08-27
LN06005,22097,60,76414,529,23,Approved,2014-02-11
LN06006,4092,60,137159,848,11,Approved,2018-07-22
LN06007,23692,48,198124,305,21,Approved,2020-02-01
LN06008,24862,48,106934,772,14,Approved,2016-10-26
LN06009,25860,48,52691,617,21,Approved,2022-05-13
LN06010,14971,12,74697,524,2,Approved,2011-12-07
LN06011,15616,60,154116,332,27,Default,2023-04-10
LN06012,5933,24,23883,388,15,Approved,2021-11-23
LN06013,5926,12,51712,633,17,Approved,2016-05-29
LN06014,26763,12,133655,339,14,Approved,2021-10-12
LN06015,4969,12,41545,674,22,Approved,2013-01-29
LN06016,36733,24,38204,597,5,Approved,2024-08-09
LN06017,5319,48,43268,692,16,Approved,2014-05-19
LN06018,42743,60,104383,317,1,Approved,2022-05-28
LN06019,40876,36,187211,826,1,Approved,2010-08-27
LN06020,42909,36,139755,431,16,Approved,2013-02-21
LN06021,21323,60,116940,589,18,Approved,2022-08-19
LN06022,17428,24,48436,508,4,Approved,2020-09-13
LN06023,35578,36,155197,626,3,Default,2021-08-15
LN06024,21950,12,192606,802,27,Approved,2015-10-06
LN06025,44041,36,118524,578,17,Approved,2016-01-13
LN06026,42789,60,106842,681,7,Approved,2020-01-17
LN06027,19293,12,62973,608,8,Approved,2022-09-06
LN06028,7364,36,96369,576,23,Approved,2015-12-03
LN06029,36349,60,107533,375,22,Default,2024-07-16
LN06030,1691,24,53521,597,25,Approved,2019-11-15
LN06031,31062,60,158560,677,17,Approved,2022-03-20
LN06032,1931,24,59974,732,21,Approved,2019-10-06
LN06033,46896,12,143900,411,10,Approved,2019-11-27
LN06034,32730,60,62448,371,15,Approved,2024-09-12
LN06035,15226,48,27938,616,15,Approved,2018-01-12
LN06036,14861,48,124262,320,3,Approved,2018-07-06
LN06037,32301,48,166842,487,20,Approved,2011-04-10
LN06038,49243,48,69934,420,8,Default,2015-07-28
LN06039,23766,48,85526,641,12,Default,2017-12-04
LN06040,37174,24,117204,603,24,Approved,2024-08-15
LN06041,42107,60,41487,746,19,Approved,2017-08-17
LN06042,18695,12,32869,795,7,Approved,2017-12-30
LN06043,42347,48,191869,820,10,Approved,2012-03-21
LN06044,4121,48,134576,484,20,Approved,2011-02-03
LN06045,19257,12,102209,631,8,Approved,2012-12-11
LN06046,29164,12,102299,649,17,Default,2017-09-20
LN06047,26491,48,64933,619,19,Approved,2015-02-06
LN06048,24165,24,96579,836,2,Approved,2018-12-24
LN06049,49714,12,160642,711,22,Approved,2012-06-04
LN06050,4748,60,157958,455,29,Approved,2017-01-10
LN06051,34045,60,194159,832,17,Approved,2018-11-15
LN06052,27553,24,110177,801,18,Default,2014-08-01
LN06053,45331,36,87719,785,8,Approved,2017-07-12
LN06054,31497,24,114606,453,23,Approved,2015-06-08
LN06055,32308,48,154846,367,17,Approved,2024-05-26
LN06056,40560,36,49018,791,21,Approved,2014-08-19
LN06057,47686,48,105839,340,15,Approved,2021-05-16
LN06058,11374,60,165344,826,13,Approved,2020-04-25
LN06059,5675,12,173658,468,18,Approved,2011-10-20
LN06060,2170,48,53545,411,27,Approved,2018-12-01
LN06061,42449,60,22566,762,28,Approved,2021-02-06
LN06062,44485,24,96489,351,21,Approved,2014-02-19
LN06063,13450,48,85355,554,29,Approved,2024-05-13
LN06064,11680,60,182768,457,14,Default,2012-12-04
LN06065,11068,12,92940,599,20,Approved,2013-10-17
LN06066,36230,48,146731,726,25,Approved,2017-02-27
LN06067,47418,60,118382,606,3,Approved,2012-02-11
LN06068,27206,48,191807,398,11,Approved,2017-01-18
LN06069,1287,12,143865,420,6,Approved,2016-01-06
LN06070,23337,48,42129,329,10,Approved,2022-11-29
LN06071,21666,48,50845,529,25,Approved,2015-06-21
LN06072,2161,60,99449,553,6,Default,2015-09-14
LN06073,36131,36,30739,703,19,Default,2016-08-25
LN06074,25535,48,153745,793,2,Approved,2012-02-11
LN06075,33528,36,51171,330,3,Approved,2016-03-24
LN06076,39751,24,109179,461,1,Approved,2013-03-09
LN06077,17527,48,120022,731,19,Approved,2019-12-17
LN06078,41975,36,161696,455,14,Approved,2023-05-15
LN06079,24853,24,128906,622,19,Approved,2022-02-18
LN06080,15758,60,72930,490,11,Approved,2023-11-05
LN06081,1244,48,185680,475,20,Approved,2020-02-11
LN06082,4178,60,69649,816,16,Approved,2019-03-05
LN06083,32831,24,170761,823,17,Default,2016-07-07
LN06084,3176,60,83503,638,7,Approved,2012-02-12
LN06085,38770,60,193196,618,23,Approved,2011-12-25
LN06086,34654,12,136659,410,7,Approved,2013-05-03
LN06087,27627,24,116875,772,4,Approved,2022-12-10
LN06088,47489,60,158659,316,23,Approved,2011-12-07
LN06089,45910,36,154599,519,8,Approved,2024-02-19
LN06090,25881,24,184139,786,29,Approved,2023-11-24
LN06091,36422,12,71538,604,19,Approved,2013-07-05
LN06092,12984,48,57455,816,19,Default,2017-06-28
LN06093,24776,60,40243,428,22,Approved,2022-06-04
LN06094,18755,36,143793,323,4,Approved,2024-10-29
LN06095,8135,12,183765,840,26,Default,2011-09-03
LN06096,1320,24,131371,431,9,Default,2014-09-28
LN06097,38422,60,89231,620,0,Approved,2023-11-03
LN06098,29635,12,94648,796,23,Approved,2014-07-11
LN06099,22684,12,52059,681,3,Approved,2012-06-20
LN06100,24238,36,92778,515,23,Approved,2021-01-29
LN06101,22889,48,95477,842,15,Approved,2018-10-02
LN06102,31313,48,75283,310,17,Approved,2023-05-29
LN06103,33535,48,83853,381,27,Approved,2019-09-02
LN06104,49899,24,40001,455,11,Approved,2010-06-20
LN06105,11770,12,22700,465,19,Default,2022-01-23
LN06106,40321,24,169157,507,14,Default,2016-07-27
LN06107,21426,12,137990,323,17,Approved,2023-07-27
LN06108,45327,36,33339,631,4,Approved,2020-11-07
LN06109,42777,36,166906,818,25,Approved,2013-10-06
LN06110,47250,24,146378,810,25,Approved,2014-05-16
LN06111,8498,24,49543,540,13,Approved,2012-09-22
LN06112,40404,36,55930,480,23,Approved,2019-01-10
LN06113,41130,60,192146,592,26,Approved,2012-01-16
LN06114,17395,48,49044,382,6,Approved,2014-12-15
LN06115,3537,48,98673,389,10,Approved,2012-01-13
LN06116,20226,36,185977,738,14,Approved,2019-02-03
LN06117,16216,48,132997,842,20,Approved,2014-02-02
LN06118,19613,60,103725,492,10,Approved,2019-08-22
LN06119,4009,60,46012,787,6,Approved,2019-05-16
LN06120,25368,12,98513,648,20,Default,2018-08-22
LN06121,30327,24,117585,388,22,Approved,2017-06-16
LN06122,15209,48,41694,422,19,Approved,2015-06-24
LN06123,49443,60,195460,673,19,Default,2021-09-08
LN06124,16029,24,118760,346,25,Approved,2015-04-13
LN06125,3077,24,52835,732,3,Approved,2021-08-11
LN06126,14907,12,138777,445,26,Approved,2023-04-20
LN06127,37635,24,38186,302,23,Approved,2019-08-24
LN06128,49920,24,180617,829,0,Approved,2016-06-26
LN06129,5873,36,64391,613,25,Approved,2013-03-17
LN06130,9635,12,125858,626,20,Approved,2017-07-16
